Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	Progress	dGMaxMin	CriteriaType	CriteriaVarType	CriteriaPercentage
200	345	0	2.92105103	101324.998	101324.997	101324.996	101324.998	0.000222767543	0.0139668823	100	22.4954	0	0	3
201	347	0	2.93565628	101324.997	101324.997	101324.996	101324.998	0.000246521231	0.0139668823	100	22.4518	0	0	3
202	349	0	2.95026154	101324.997	101324.997	101324.996	101324.998	0.000265692594	0.0139668823	100	22.4868	0	0	3
203	350	0	2.96486679	101324.997	101324.997	101324.996	101324.998	0.000265692594	0.0139668823	100	22.231	0	0	3
204	352	0	2.97947205	101324.999	101324.997	101324.996	101324.999	0.000286881099	0.0139668823	100	22.4623	0	0	3
205	354	0	2.9940773	101324.998	101324.997	101324.996	101324.999	0.000313438242	0.0139668823	100	22.1481	0	0	3
206	356	0	3.00868256	101324.998	101324.997	101324.996	101324.999	0.000365066488	0.0139668823	100	22.793	0	0	3
207	357	0	3.02328781	101324.997	101324.997	101324.996	101324.999	0.000395900264	0.0139668823	100	22.4159	0	0	3
208	359	0	3.03789307	101324.997	101324.997	101324.996	101324.999	0.000419655946	0.0139668823	100	22.6619	0	0	3
209	361	0	3.05249832	101324.997	101324.997	101324.996	101324.999	0.000419655946	0.0139668823	100	22.1581	0	0	3
210	362	0	3.06710358	101324.999	101324.997	101324.996	101324.999	0.000444116289	0.0139668823	100	22.368	0	0	3
211	364	0	3.08170883	101324.998	101324.997	101324.996	101324.999	0.000466183497	0.0139668823	100	22.0309	0	0	3
212	366	0	3.09631409	101324.998	101324.997	101324.996	101324.999	0.00052083937	0.0139668823	100	22.6397	0	0	3
213	367	0	3.11091934	101324.997	101324.997	101324.996	101324.999	0.00055868359	0.0139668823	100	22.3718	0	0	3
214	369	0	3.1255246	101324.997	101324.997	101324.996	101324.999	0.000581299129	0.0139668823	100	22.6452	0	0	3
215	371	0	3.14012985	101324.997	101324.997	101324.996	101324.999	0.000581299129	0.0139668823	100	22.223	0	0	3
216	372	0	3.15473511	101324.999	101324.997	101324.996	101324.999	0.000617532525	0.0139668823	100	22.4905	0	0	3
217	374	0	3.16934036	101324.998	101324.997	101324.996	101324.999	0.000640481681	0.0139668823	100	22.0541	0	0	3
218	376	0	3.18394562	101324.998	101324.997	101324.996	101324.999	0.000691992944	0.0139668823	100	22.7103	0	0	3
219	378	0	3.19855088	101324.998	101324.998	101324.996	101324.999	0.00072160385	0.0139668823	100	22.4519	0	0	3
220	379	0	3.21315613	101324.997	101324.998	101324.997	101324.999	0.000736612215	0.0139668823	100	22.6045	0	0	3
221	381	0	3.22776139	101324.997	101324.998	101324.997	101324.999	0.000736612215	0.0139668823	100	22.2786	0	0	3
222	383	0	3.24236664	101324.999	101324.998	101324.997	101324.999	0.000754594323	0.0139668823	100	22.4737	0	0	3
223	384	0	3.2569719	101324.998	101324.998	101324.997	101324.999	0.000777041394	0.0139668823	100	22.1629	0	0	3
224	386	0	3.27157715	101324.998	101324.998	101324.997	101324.999	0.000825804862	0.0139668823	100	22.6425	0	0	3
225	388	0	3.28618241	101324.997	101324.998	101324.997	101324.999	0.000850552809	0.0139668823	100	22.4575	0	0	3
226	389	0	3.30078766	101324.997	101324.998	101324.997	101324.999	0.000844203765	0.0139668823	100	22.7161	0	0	3
227	391	0	3.31539292	101324.998	101324.998	101324.997	101324.999	0.000835909217	0.0139668823	100	22.2614	0	0	3
228	392	0	3.32999817	101324.999	101324.998	101324.997	101324.999	0.000833077691	0.0139668823	100	22.1685	0	0	3
229	394	0	3.34460343	101324.998	101324.998	101324.997	101324.999	0.00084885105	0.0139668823	100	22.0722	0	0	3
230	396	0	3.35920868	101324.998	101324.998	101324.997	101324.999	0.000895605335	0.0139668823	100	22.4128	0	0	3
231	397	0	3.37381394	101324.998	101324.998	101324.997	101324.999	0.000921102721	0.0139668823	100	22.3553	0	0	3
232	399	0	3.38841919	101324.998	101324.998	101324.997	101324.999	0.000899648105	0.0139668823	100	22.6091	0	0	3
233	401	0	3.40302445	101324.998	101324.998	101324.997	101324.999	0.000879608488	0.0139668823	100	22.2464	0	0	3
234	402	0	3.4176297	101324.999	101324.998	101324.997	101324.999	0.000846023628	0.0139668823	100	22.4319	0	0	3
235	404	0	3.43223496	101324.998	101324.998	101324.997	101324.999	0.000841068089	0.0139668823	100	22.0301	0	0	3
